EC,cofactor_id,External Dependence,Substitution Logic,Inhibitor,in_kegg,in_expasy,in_pdbe,comment_kegg,ec_names,comment_expasy,HET,cpdsViaHETs,in_ebi,cofactor_ebi,cofactor_expasy,cofactor_pdbe,match_via_ebi_cofactor,match_via_expasy_cofactor,match_via_kegg,match_via_pdbe_cofactor,source_ebi,EC3_description,EC_cpds,cofactorCIDsInEC,cofactorCIDsInEC_count
1.7.1.1,Generic FeS,TRUE,,,TRUE,,,An iron-sulfur molybdenum flavoprotein.,"['nitrate reductase (NADH)', 'assimilatory nitrate reductase (ambiguous)', 'NADH-nitrate reductase', 'NADH-dependent nitrate reductase', 'assimilatory NADH: nitrate reductase', 'nitrate reductase (NADH2)', 'NADH2:nitrate oxidoreductase']",,,,,,,,,,"['iron-sulfur', 'flavoprotein']",,,With NAD(+) or NADP(+) as acceptor.,"['C00001', 'C00003', 'C00004', 'C00080', 'C00088', 'C00244']",,
1.7.1.15,Generic FeS,TRUE,,,TRUE,TRUE,,"An iron-sulfur flavoprotein (FAD) containing siroheme. This prokaryotic enzyme is specific for NADH. In addition to catalysing the 6-electron reduction of nitrite to ammonia, the enzyme from Escherichia coli can also catalyse the 2-electron reduction of hydroxylamine to ammonia. cf. EC 1.7.1.4, nitrite reductase [NAD(P)H].","['nitrite reductase (NADH)', 'nitrite reductase (reduced nicotinamide adenine dinucleotide)', 'NADH-nitrite oxidoreductase', 'assimilatory nitrite reductase (ambiguous)', 'nirB (gene name)', 'nirD (gene name)']","['This prokaryotic enzyme is specific for NADH.', 'In addition to catalyzing the 6-electron reduction of nitrite to ammonia, the enzyme from Escherichia coli can also catalyze the 2-electron reduction of hydroxylamine to ammonia.', 'cf. EC 1.7.1.4.']",,,,,Iron-sulfur,,,Iron-sulfur,"['iron-sulfur', 'flavoprotein', 'FAD', 'heme', 'NADH']",,,With NAD(+) or NADP(+) as acceptor.,"['C00001', 'C00003', 'C00004', 'C00014', 'C00080', 'C00088']",,
1.7.1.2,Generic FeS,TRUE,,,TRUE,,,An iron-sulfur molybdenum flavoprotein.,"['nitrate reductase [NAD(P)H]', 'assimilatory nitrate reductase ( ambiguous)', 'assimilatory NAD(P)H-nitrate reductase', 'NAD(P)H bispecific nitrate reductase', 'nitrate reductase (reduced nicotinamide adenine dinucleotide (phosphate))', 'nitrate reductase NAD(P)H', 'NAD(P)H-nitrate reductase', 'nitrate reductase [NAD(P)H2]', 'NAD(P)H2:nitrate oxidoreductase']",,,,,,,,,,"['iron-sulfur', 'flavoprotein']",,,With NAD(+) or NADP(+) as acceptor.,"['C00001', 'C00003', 'C00004', 'C00005', 'C00006', 'C00080', 'C00088', 'C00244']",,
1.7.1.3,Generic FeS,TRUE,,,TRUE,TRUE,,An iron-sulfur molybdenum flavoprotein.,"['nitrate reductase (NADPH)', 'assimilatory nitrate reductase (ambiguous)', 'assimilatory reduced nicotinamide adenine dinucleotide phosphate-nitrate reductase', 'NADPH-nitrate reductase', 'assimilatory NADPH-nitrate reductase', 'triphosphopyridine nucleotide-nitrate reductase', 'NADPH:nitrate reductase', 'nitrate reductase (NADPH2)', 'NADPH2:nitrate oxidoreductase']",,,,,,Iron-sulfur,,,Iron-sulfur,"['iron-sulfur', 'flavoprotein']",,,With NAD(+) or NADP(+) as acceptor.,"['C00001', 'C00005', 'C00006', 'C00080', 'C00088', 'C00244']",,
1.7.1.4,Generic FeS,TRUE,,,TRUE,TRUE,,"An iron-sulfur flavoprotein (FAD) containing siroheme. The enzymes from the fungi Neurospora crassa [1], Emericella nidulans [2] and Candida nitratophila [4] can use either NADPH or NADH as electron donor. cf. EC 1.7.1.15, nitrite reductase (NADH).","['nitrite reductase [NAD(P)H]', 'nitrite reductase (reduced nicotinamide adenine dinucleotide (phosphate))', 'assimilatory nitrite reductase (ambiguous)', 'nitrite reductase [NAD(P)H2]', 'NAD(P)H2:nitrite oxidoreductase', 'nit-6 (gene name)']","['The enzymes from the fungi Neurospora crassa, Emericella nidulans and Candida nitratophila  can use either NADPH or NADH as electron donor.', 'Cf. EC 1.7.1.15.']",,,,,Iron-sulfur,,,Iron-sulfur,"['iron-sulfur', 'flavoprotein', 'FAD', 'heme', 'NAD']",,,With NAD(+) or NADP(+) as acceptor.,"['C00001', 'C00003', 'C00004', 'C00005', 'C00006', 'C00014', 'C00080', 'C00088']",,
1.7.3.6,Generic FeS,FALSE,,,TRUE,,,"The enzyme from the heterotrophic nitrifying bacterium Paracoccus denitrificans contains three to five non-heme, non-iron-sulfur iron atoms and interacts with cytochrome c556 and pseudoazurin [2,3]. Under anaerobic conditions in vitro only nitrous oxide is formed [3]. Presumably nitroxyl is released and combines with a second nitroxyl to give nitrous oxide and water. When oxygen is present, nitrite is formed.","['hydroxylamine oxidase (cytochrome)', 'HAO (ambiguous)', 'hydroxylamine oxidoreductase (ambiguous)', 'hydroxylamine oxidase (misleading)']",,,,,,,,,,"['iron-sulfur', 'cytochrome', 'iron']",,,With oxygen as acceptor.,"['C00001', 'C00007', 'C00080', 'C00088', 'C00125', 'C00126', 'C00192', 'C20937']",,
1.7.5.1,Generic FeS,TRUE,,,TRUE,TRUE,,"A membrane-bound enzyme which supports anaerobic respiration on nitrate under anaerobic conditions and in the presence of nitrate. Contains the bicyclic form of the molybdo-bis(molybdopterin guanine dinucleotide) cofactor, iron-sulfur clusters and heme b. Escherichia coli expresses two forms NarA and NarZ, both being comprised of three subunits.","['nitrate reductase (quinone)', 'nitrate reductase A', 'nitrate reductase Z', 'quinol/nitrate oxidoreductase', 'quinol-nitrate oxidoreductase', 'quinol:nitrate oxidoreductase', 'NarA', 'NarZ', 'NarGHI', 'dissimilatory nitrate reductase']","['A membrane-bound enzyme which supports anaerobic respiration on nitrate under anaerobic conditions and in the presence of nitrate Escherichia coli expresses two forms NarA and NarZ, both being comprised of three subunits.']",,,,,Iron-sulfur,,,Iron-sulfur,"['iron-sulfur', 'heme', 'molybdopterin']",,,With a quinone or similar compound as acceptor.,"['C00001', 'C00088', 'C00244', 'C15602', 'C15603']",,
1.7.7.1,Generic FeS,TRUE,,,,TRUE,,An iron protein. Contains siroheme and [4Fe-4S] clusters.,['ferredoxin---nitrite reductase'],,,,,,Iron-sulfur,,,Iron-sulfur,,,,With an iron-sulfur protein as acceptor.,"['C00001', 'C00014', 'C00080', 'C00088', 'C00138', 'C00139']",,
1.7.7.2,Generic FeS,TRUE,,,TRUE,TRUE,,A molybdenum-iron-sulfur protein.,"['ferredoxin---nitrate reductase', 'assimilatory nitrate reductase (ambiguous)', 'nitrate (ferredoxin) reductase', 'assimilatory ferredoxin-nitrate reductase']",,,,,,Iron-sulfur,,,Iron-sulfur,['iron-sulfur'],,,With an iron-sulfur protein as acceptor.,"['C00001', 'C00088', 'C00138', 'C00139', 'C00244']",,
1.8.1.19,Generic FeS,TRUE,,,TRUE,TRUE,,A iron-sulfur flavoprotein. In the archaeon Pyrococcus furiosus the enzyme is involved in the oxidation of NADPH which is produced in peptide degradation. The enzyme also catalyses the reduction of sulfur with lower activity.,"['sulfide dehydrogenase', 'SuDH']","['In the archaeon Pyrococcus furiosus the enzyme is involved in the oxidation of NADPH which is produced in peptide degradation.', 'The enzyme also catalyzes the reduction of sulfur with lower activity.']",,,,,Iron-sulfur,,,Iron-sulfur,"['iron-sulfur', 'flavoprotein', 'NAD']",,,With NAD(+) or NADP(+) as acceptor.,"['C00005', 'C00006', 'C00080', 'C00283', 'C19692']",,
1.8.1.2,Generic FeS,TRUE,,,,TRUE,,"Contains siroheme, [4Fe-4S] cluster, FAD and FMN. The enzyme, which catalyses the six-electron reduction of sulfite to sulfide, is involved in sulfate assimilation in bacteria and yeast. Different from EC 1.8.99.5, dissimilatory sulfite reductase, which is involved in prokaryotic sulfur-based energy metabolism. cf. EC 1.8.7.1, assimilatory sulfite reductase (ferredoxin).","['assimilatory sulfite reductase (NADPH)', 'sulfite reductase (NADPH)', 'sulfite (reduced nicotinamide adenine dinucleotide phosphate) reductase', 'NADPH-sulfite reductase', 'NADPH-dependent sulfite reductase', 'H2S-NADP oxidoreductase', 'sulfite reductase (NADPH2)', 'MET5 (gene name)', 'MET10 (gene name)', 'cysI (gene name)', 'cysJ (gene name)']","['The enzyme, which catalyzes the six-electron reduction of sulfite to sulfide, is involved in sulfate assimilation in bacteria and yeast.', 'Different from EC 1.8.99.5, which is involved in prokaryotic sulfur-based energy metabolism.']",,,,,Iron-sulfur,,,Iron-sulfur,,,,With NAD(+) or NADP(+) as acceptor.,"['C00001', 'C00005', 'C00006', 'C00080', 'C00094', 'C00283']",,
1.8.2.2,Generic FeS,FALSE,,,TRUE,,,"The enzyme catalyses the reversible formation of a sulfur-sulfur bond between the sulfane atoms of two thiosulfate molecules, yielding tetrathionate and releasing two electrons. In many bacterial species the enzyme is a diheme c-type cytochrome. In a number of organisms, including Thiomonas intermedia and Sideroxydans lithotrophicus, a second diheme cytochrome (TsdB) acts as the electron acceptor. However, some organisms, such as Allochromatium vinosum, lack TsdB. The electron acceptor in these organisms may be the high-potential iron-sulfur protein (HiPIP).","['thiosulfate dehydrogenase', 'tsdA (gene name)', 'tetrathionate synthase', 'thiosulfate oxidase', 'thiosulfate-oxidizing enzyme', 'thiosulfate-acceptor oxidoreductase']",,,,,,,,,,"['iron-sulfur', 'heme', 'cytochrome']",,,With a cytochrome as acceptor.,"['C00125', 'C00126', 'C00320', 'C02084']",,
1.8.2.4,Generic FeS,TRUE,,,,TRUE,,"The enzyme from the bacterium Rhodovulum sulfidophilum binds molybdopterin guanine dinucleotide, heme b and [4Fe-4S] clusters.","['dimethyl sulfide:cytochrome c2 reductase', 'Ddh (gene name)']","['The enzyme from Rhodovulum sulfidophilum binds molybdopterin guanine dinucleotide, heme b and [4Fe-4S] clusters.']",,,,,Iron-sulfur,,,Iron-sulfur,,,,With a cytochrome as acceptor.,"['C00001', 'C00080', 'C00580', 'C00997', 'C01000', 'C11143']",,
1.8.5.3,Generic FeS,TRUE,,,,TRUE,,"The enzyme participates in bacterial electron transfer pathways in which dimethylsulfoxide (DMSO) is the terminal electron acceptor. It is composed of three subunits - DmsA contains a bis(guanylyl molybdopterin) cofactor and a [4Fe-4S] cluster, DmsB is an iron-sulfur protein, and DmsC is a transmembrane protein that anchors the enzyme and accepts electrons from the quinol pool. The electrons are passed through DmsB to DmsA and on to DMSO. The enzyme can also reduce pyridine-N-oxide and trimethylamine N-oxide to the corresponding amines with lower activity.","['respiratory dimethylsulfoxide reductase', 'dmsABC (gene names)', 'DMSO reductase (ambiguous)', 'dimethylsulfoxide reductase (ambiguous)']","['The enzyme participates in bacterial electron transfer pathways in which dimethylsulfoxide (DMSO) is the terminal electron acceptor.', 'It is composed of three subunits - DmsA contains a bis(guanylyl molybdopterin) cofactor and a [4Fe-4S] cluster, DmsB is an iron-sulfur protein, and DmsC is a transmembrane protein that anchors the enzyme and accepts electrons from the quinol pool.', 'The electrons are passed through DmsB to DmsA and on to DMSO.', 'The enzyme can also reduce pyridine-N-oxide and trimethylamine N-oxide to the corresponding amines with lower activity.']",,,,,Iron-sulfur,,,Iron-sulfur,,,,With a quinone or similar compound as acceptor.,"['C00001', 'C00580', 'C00828', 'C05819', 'C11143']",,
1.8.5.5,Generic FeS,TRUE,,,,TRUE,,"The enzyme, characterized from the bacterium Salmonella enterica, is similar to EC 1.17.5.3, formate dehydrogenase-N. It contains a molybdopterin-guanine dinucleotide, five [4Fe-4S] clusters and two heme b groups. The reaction occurs in vivo in the direction of thiosulfate disproportionation, which is highly endergonic. It is driven by the proton motive force that occurs across the cytoplasmic membrane.","['thiosulfate reductase (quinone)', 'phsABC (gene names)']","['The enzyme, characterized from the bacterium Salmonella enterica, is similar to EC 1.17.5.3.', 'The reaction occurs in vivo in the direction of thiosulfate disproportionation, which is highly endergonic.', 'It is driven by the proton motive force that occurs across the cytoplasmic membrane.']",,,,,Iron-sulfur,,,Iron-sulfur,,,,With a quinone or similar compound as acceptor.,"['C00094', 'C00283', 'C00320', 'C00828', 'C05819', 'C11481', 'C15602', 'C15603']",,
1.8.5.6,Generic FeS,TRUE,,,,TRUE,,"This membrane-bound bacterial enzyme catalyses the direct oxidation of sulfite to sulfate in the cytoplasm. The enzyme, characterized from the bacteria Ruegeria pomeroyi and Allochromatium vinosum, is a complex that consists of a membrane anchor (SoeC) and two cytoplasmic subunits: an iron-sulfur protein (SoeB) and a molybdoprotein that contains a [4Fe-4S] iron-sulfur cluster (SoeA). cf. EC 1.8.2.1, sulfite dehydrogenase (cytochrome).","['sulfite dehydrogenase (quinone)', 'soeABC (gene name)']","['This membrane-bound bacterial enzyme catalyzes the direct oxidation of sulfite to sulfate in the cytoplasm.', 'Characterized from the bacteria Ruegeria pomeroyi and Allochromatium vinosum.', 'Cf. EC 1.8.2.1.']",,,,,Iron-sulfur,,,Iron-sulfur,,,,With a quinone or similar compound as acceptor.,"['C00001', 'C00059', 'C00094', 'C15602', 'C15603']",,
1.8.7.2,Generic FeS,TRUE,,,,TRUE,,"The enzyme contains a [4Fe-4S] cluster and internal disulfide. It forms a mixed disulfide with thioredoxin on one side, and docks ferredoxin on the other side, enabling two one-electron transfers. The reduced thioredoxins generated by the enzyme activate the Calvin cycle enzymes EC 3.1.3.11 (fructose-bisphosphatase), EC 3.1.3.37 (sedoheptulose-bisphosphatase) and EC 2.7.1.19 (phosphoribulokinase) as well as other chloroplast enzymes by disulfide reduction.",['ferredoxin:thioredoxin reductase'],"['The enzyme contains a [4Fe-4S] cluster and internal disulfide.', 'It forms a mixed disulfide with thioredoxin on one side, and docks ferredoxin on the other side, enabling two one-electron transfers.', 'The reduced thioredoxins generated by the enzyme activate the Calvin cycle enzymes EC 3.1.3.11, EC 3.1.3.37 and EC 2.7.1.19 as well as other chloroplast enzymes by disulfide reduction.']",,,,,Iron-sulfur,,,Iron-sulfur,,,,With an iron-sulfur protein as acceptor.,"['C00080', 'C00138', 'C00139', 'C00342', 'C00343']",,
1.8.98.1,Generic FeS,TRUE,,,,TRUE,,"This enzyme, found in methanogenic archaea that belong to the Methanosarcinales order, regenerates CoM and CoB after the action of EC 2.8.4.1, coenzyme-B sulfoethylthiotransferase. It is a membrane-bound enzyme that contains (per heterodimeric unit) two distinct b-type hemes and two [4Fe-4S] clusters. cf. EC 1.8.7.3, ferredoxin:CoB-CoM heterodisulfide reductase, EC 1.8.98.5, H2:CoB-CoM heterodisulfide,ferredoxin reductase, EC 1.8.98.6, formate:CoB-CoM heterodisulfide,ferredoxin reductase and EC 1.8.98.4, coenzyme F420:CoB-CoM heterodisulfide,ferredoxin reductase.","['dihydromethanophenazine:CoB-CoM heterodisulfide reductase', 'hdrDE (gene names)', 'CoB---CoM heterodisulfide reductase (ambiguous)', 'heterodisulfide reductase (ambiguous)', 'coenzyme B:coenzyme M:methanophenazine oxidoreductase']","['This enzyme, found in methanogenic archaea that belong to the Methanosarcinales order, regenerates CoM and CoB after the action of EC 2.8.4.1.', 'It is a membrane-bound enzyme that contains (per heterodimeric unit) two distinct b-type hemes and two [4Fe-4S] clusters.', 'Cf. EC 1.8.7.3, EC 1.8.98.5, EC 1.8.98.6 and EC 1.8.98.4.']",,,,,Iron-sulfur,,,Iron-sulfur,,,,"With other, known, acceptors.","['C03576', 'C04628', 'C04832', 'C11903', 'C11904']",,
1.97.1.4,Generic FeS,TRUE,,,TRUE,TRUE,,"An iron-sulfur protein. A single glycine residue in EC 2.3.1.54, formate C-acetyltransferase, is oxidized to the corresponding radical by transfer of H from its CH2 to AdoMet with concomitant cleavage of the latter. The reaction requires Fe2+. The first stage is reduction of the AdoMet to give methionine and the 5'-deoxyadenosin-5'-yl radical, which then abstracts a hydrogen radical from the glycine residue.","['[formate-C-acetyltransferase]-activating enzyme', 'PFL activase', 'PFL-glycine:S-adenosyl-L-methionine H transferase (flavodoxin-oxidizing, S-adenosyl-L-methionine-cleaving)', 'formate acetyltransferase activating enzyme', 'formate acetyltransferase-glycine dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)', 'pyruvate formate-lyase activating enzyme', 'pyruvate formate-lyase 1 activating enzyme']","['A single glycine residue in EC 2.3.1.54 is oxidized to the corresponding radical by transfer of H from its CH(2) to AdoMet with concomitant cleavage of the latter.', ""The first stage is reduction of the AdoMet to give methionine and the 5'-deoxyadenosin-5'-yl radical, which then abstracts a hydrogen radical from the glycine residue.""]",,,,,Iron-sulfur,,,Iron-sulfur,"['iron-sulfur', 'Fe2+', 'AdoMet']",,,Other oxidoreductases.,"['C00019', 'C00073', 'C05196', 'C05197', 'C05198', 'C05199', 'C05312']",,
1.97.1.9,Generic FeS,TRUE,,,,TRUE,,"The periplasmic enzyme from Thauera selenatis is a complex comprising three heterologous subunits (alpha, beta and gamma) that contains molybdenum, iron, acid-labile sulfide and heme b as cofactor constituents. Nitrate, nitrite, chlorate and sulfate are not substrates. A number of compounds, including acetate, lactate, pyruvate, and certain sugars, amino acids, fatty acids, di- and tricarboxylic acids, and benzoate can serve as electron donors.",['selenate reductase'],"['The periplasmic enzyme from Thauera selenatis is a complex comprising three heterologous subunits (alpha, beta and gamma).', 'Nitrate, nitrite, chlorate and sulfate are not substrates.', 'A number of compounds, including acetate, lactate, pyruvate, and certain sugars, amino acids, fatty acids, di- and tricarboxylic acids, and benzoate can serve as electron donors.']",,,,,Iron-sulfur,,,Iron-sulfur,,,,Other oxidoreductases.,"['C00001', 'C00028', 'C00030', 'C05684', 'C05697']",,
