ec,rule,rn
2.7.7.7,2_2484_304,R11029
2.7.7.7,2_2484_304,R00375
2.7.7.7,2_2484_304,R00376
2.7.7.7,2_2484_304,R00377
2.7.7.7,2_2484_304,R00378
2.7.7.7,2_2484_304,R00379
2.7.7.7,4,R11029
2.7.7.7,4,R00375
2.7.7.7,4,R00376
2.7.7.7,4,R00377
2.7.7.7,4,R00378
2.7.7.7,4967,R11029
2.7.7.7,4967,R00375
2.7.7.7,4967,R00376
2.7.7.7,4967,R00377
2.7.7.7,4967,R00378
2.7.7.7,3469,R11029
2.7.7.7,3469,R00375
2.7.7.7,3469,R00376
2.7.7.7,3469,R00377
2.7.7.7,3469,R00378
2.7.7.7,3469,R00379
2.7.7.7,859,R11029
2.7.7.7,859,R00375
2.7.7.7,859,R00376
2.7.7.7,859,R00377
2.7.7.7,859,R00378
2.7.7.7,859,R00379
2.7.7.7,612,R11029
2.7.7.7,612,R00375
2.7.7.7,612,R00376
2.7.7.7,612,R00377
2.7.7.7,612,R00378
2.7.7.7,102_2_2002_2484_316_327_3584_3585,R11029
2.7.7.7,102_2_2002_2484_316_327_3584_3585,R00375
2.7.7.7,102_2_2002_2484_316_327_3584_3585,R00376
2.7.7.7,102_2_2002_2484_316_327_3584_3585,R00377
2.7.7.7,102_2_2002_2484_316_327_3584_3585,R00378
2.7.7.7,102_2_2002_2484_316_327_3584_3585,R00379
2.7.7.7,2484_304_4967,R11029
2.7.7.7,2484_304_4967,R00375
2.7.7.7,2484_304_4967,R00376
2.7.7.7,2484_304_4967,R00377
2.7.7.7,2484_304_4967,R00378
2.7.7.7,2484_304_4968_4970,R11029
2.7.7.7,2484_304_4968_4970,R00375
2.7.7.7,2484_304_4968_4970,R00376
2.7.7.7,2484_304_4968_4970,R00377
2.7.7.7,2484_304_4968_4970,R00378
2.7.7.7,2484_304_4968_4970,R00379
2.7.7.7,2484_4,R11029
2.7.7.7,2484_4,R00375
2.7.7.7,2484_4,R00376
2.7.7.7,2484_4,R00377
2.7.7.7,2484_4,R00378
2.7.7.7,4239,R11029
2.7.7.7,4239,R00375
2.7.7.7,4239,R00376
2.7.7.7,4239,R00377
2.7.7.7,4239,R00378
2.7.7.7,4239,R00379
2.7.7.7,316,R11029
2.7.7.7,316,R00375
2.7.7.7,316,R00376
2.7.7.7,316,R00377
2.7.7.7,316,R00378
2.7.7.7,316,R00379
2.7.7.7,302,R11029
2.7.7.7,302,R00375
2.7.7.7,302,R00376
2.7.7.7,302,R00377
2.7.7.7,302,R00378
2.7.7.7,302,R00379
2.7.7.7,304,R11029
2.7.7.7,304,R00375
2.7.7.7,304,R00376
2.7.7.7,304,R00377
2.7.7.7,304,R00378
2.7.7.7,1_2_2484_304_4969_4970,R11029
2.7.7.7,1_2_2484_304_4969_4970,R00375
2.7.7.7,1_2_2484_304_4969_4970,R00376
2.7.7.7,1_2_2484_304_4969_4970,R00377
2.7.7.7,1_2_2484_304_4969_4970,R00378
2.7.7.7,1_2_2484_304_4969_4970,R00379
2.7.7.7,102_2002_2484_316_3584,R11029
2.7.7.7,102_2002_2484_316_3584,R00375
2.7.7.7,102_2002_2484_316_3584,R00376
2.7.7.7,102_2002_2484_316_3584,R00377
2.7.7.7,102_2002_2484_316_3584,R00378
2.7.7.7,102_2002_2484_316_3584,R00379
2.7.7.7,2002,R11029
2.7.7.7,2002,R00375
2.7.7.7,2002,R00376
2.7.7.7,2002,R00377
2.7.7.7,2002,R00378
2.7.7.7,2002,R00379
2.7.7.7,2004,R11029
2.7.7.7,2004,R00375
2.7.7.7,2004,R00376
2.7.7.7,2004,R00377
2.7.7.7,2004,R00378
2.7.7.7,2004,R00379
2.7.7.7,1057_242_69,R11029
2.7.7.7,1057_242_69,R00375
2.7.7.7,1057_242_69,R00376
2.7.7.7,1057_242_69,R00377
2.7.7.7,1057_242_69,R00378
2.7.7.7,1057_242_69,R00379
2.7.7.7,102_304_850,R11029
2.7.7.7,102_304_850,R00375
2.7.7.7,102_304_850,R00376
2.7.7.7,102_304_850,R00377
2.7.7.7,102_304_850,R00378
2.7.7.7,102_304_850,R00379
2.7.7.7,138_148_2004_PDBChainNotFound,R11029
2.7.7.7,138_148_2004_PDBChainNotFound,R00375
2.7.7.7,138_148_2004_PDBChainNotFound,R00376
2.7.7.7,138_148_2004_PDBChainNotFound,R00377
2.7.7.7,138_148_2004_PDBChainNotFound,R00378
2.7.7.7,138_148_2004_PDBChainNotFound,R00379
2.7.7.7,101_2484,R11029
2.7.7.7,101_2484,R00375
2.7.7.7,101_2484,R00376
2.7.7.7,101_2484,R00377
2.7.7.7,101_2484,R00378
2.7.7.7,148,R11029
2.7.7.7,148,R00375
2.7.7.7,148,R00376
2.7.7.7,148,R00377
2.7.7.7,148,R00378
2.7.7.7,148,R00379
2.7.7.7,102_302_304_850,R11029
2.7.7.7,102_302_304_850,R00375
2.7.7.7,102_302_304_850,R00376
2.7.7.7,102_302_304_850,R00377
2.7.7.7,102_302_304_850,R00378
2.7.7.7,102_302_304_850,R00379
2.7.7.7,7523_859,R11029
2.7.7.7,7523_859,R00375
2.7.7.7,7523_859,R00376
2.7.7.7,7523_859,R00377
2.7.7.7,7523_859,R00378
2.7.7.7,7523_859,R00379
2.7.7.7,138_148_2004,R11029
2.7.7.7,138_148_2004,R00375
2.7.7.7,138_148_2004,R00376
2.7.7.7,138_148_2004,R00377
2.7.7.7,138_148_2004,R00378
2.7.7.7,138_148_2004,R00379
2.7.7.7,2_2484_304_4969_4970,R11029
2.7.7.7,2_2484_304_4969_4970,R00375
2.7.7.7,2_2484_304_4969_4970,R00376
2.7.7.7,2_2484_304_4969_4970,R00377
2.7.7.7,2_2484_304_4969_4970,R00378
2.7.7.7,2_2484_304_4969_4970,R00379
2.7.7.7,102_2_2002_316_3584_3585,R11029
2.7.7.7,102_2_2002_316_3584_3585,R00375
2.7.7.7,102_2_2002_316_3584_3585,R00376
2.7.7.7,102_2_2002_316_3584_3585,R00377
2.7.7.7,102_2_2002_316_3584_3585,R00378
2.7.7.7,102_2_2002_316_3584_3585,R00379
2.7.7.7,2484,R11029
2.7.7.7,2484,R00375
2.7.7.7,2484,R00376
2.7.7.7,2484,R00377
2.7.7.7,2484,R00378
2.7.7.7,138_148_2004_932,R11029
2.7.7.7,138_148_2004_932,R00375
2.7.7.7,138_148_2004_932,R00376
2.7.7.7,138_148_2004_932,R00377
2.7.7.7,138_148_2004_932,R00378
2.7.7.7,138_148_2004_932,R00379
2.7.7.7,2_2484_304_4969,R11029
2.7.7.7,2_2484_304_4969,R00375
2.7.7.7,2_2484_304_4969,R00376
2.7.7.7,2_2484_304_4969,R00377
2.7.7.7,2_2484_304_4969,R00378
2.7.7.7,2_2484_304_4969,R00379
2.7.7.7,10_71,R11029
2.7.7.7,10_71,R00375
2.7.7.7,10_71,R00376
2.7.7.7,10_71,R00377
2.7.7.7,10_71,R00378
2.7.7.7,10_71,R00379
2.7.7.7,102_2_2002_316_3584_375,R11029
2.7.7.7,102_2_2002_316_3584_375,R00375
2.7.7.7,102_2_2002_316_3584_375,R00376
2.7.7.7,102_2_2002_316_3584_375,R00377
2.7.7.7,102_2_2002_316_3584_375,R00378
2.7.7.7,102_2_2002_316_3584_375,R00379
2.7.7.7,102_316,R11029
2.7.7.7,102_316,R00375
2.7.7.7,102_316,R00376
2.7.7.7,102_316,R00377
2.7.7.7,102_316,R00378
2.7.7.7,4271,R11029
2.7.7.7,4271,R00375
2.7.7.7,4271,R00376
2.7.7.7,4271,R00377
2.7.7.7,4271,R00378
2.7.7.7,4271,R00379
2.7.7.7,102_2002_316,R11029
2.7.7.7,102_2002_316,R00375
2.7.7.7,102_2002_316,R00376
2.7.7.7,102_2002_316,R00377
2.7.7.7,102_2002_316,R00378
2.7.7.7,102_2002_316,R00379
2.7.7.7,314_7502,R11029
2.7.7.7,314_7502,R00375
2.7.7.7,314_7502,R00376
2.7.7.7,314_7502,R00377
2.7.7.7,314_7502,R00378
2.7.7.7,314_7502,R00379
2.7.7.70,2005,R05644
2.7.7.72,102_304_316,R09382
2.7.7.72,102_304_316,R09383
2.7.7.72,102_304_316,R09384
2.7.7.72,102_304_316,R09386
2.7.7.72,131_316,R09382
2.7.7.72,131_316,R09383
2.7.7.72,131_316,R09384
2.7.7.72,131_316,R09386
2.7.7.73,2003,R07459
2.7.7.74,7516,R09669
2.7.7.74,3883_7516,R09669
2.7.7.75,7541,R09726
2.7.7.75,275_3052_70_7541,R09726
2.7.7.77,7516,R11581
2.7.7.8,101,R00437
2.7.7.8,101,R00438
2.7.7.8,101,R00439
2.7.7.8,101,R00440
2.7.7.8,101,R07282
2.7.7.8,2_327,R00437
2.7.7.8,2_327,R00438
2.7.7.8,2_327,R00439
2.7.7.8,2_327,R00440
2.7.7.8,2_327,R07282
2.7.7.8,101_212_245_327,R00437
2.7.7.8,101_212_245_327,R00438
2.7.7.8,101_212_245_327,R00439
2.7.7.8,101_212_245_327,R00440
2.7.7.8,101_212_245_327,R07282
2.7.7.8,2,R00437
2.7.7.8,2,R00438
2.7.7.8,2,R00439
2.7.7.8,2,R00440
2.7.7.8,2,R07282
2.7.7.8,212_245,R00437
2.7.7.8,212_245,R00438
2.7.7.8,212_245,R00439
2.7.7.8,212_245,R00440
2.7.7.8,212_245,R07282
2.7.7.8,101_212_245,R00437
2.7.7.8,101_212_245,R00438
2.7.7.8,101_212_245,R00439
2.7.7.8,101_212_245,R00440
2.7.7.8,101_212_245,R07282
2.7.7.8,101_2_212_245_327,R00437
2.7.7.8,101_2_212_245_327,R00438
2.7.7.8,101_2_212_245_327,R00439
2.7.7.8,101_2_212_245_327,R00440
2.7.7.8,101_2_212_245_327,R07282
2.7.7.80,2003_2007,R07459
2.7.7.80,2007,R07459
2.7.7.83,7516,R10183
2.7.7.83,208_7516,R10183
2.7.7.84,102_316,R10910
2.7.7.84,102_316,R10909
2.7.7.85,102_4279_6075,R10342
2.7.7.85,102_316,R10342
2.7.7.85,4279,R10342
2.7.7.86,102_190_316,R10462
2.7.7.86,102_316,R10462
2.7.7.87,2004_297,R10463
2.7.7.87,2004,R10463
2.7.7.87,297,R10463
2.7.7.88,2003_304_3995_3996_4962_4963_4967,R11203
2.7.7.88,4963,R11203
2.7.7.89,316_601,R03474
2.7.7.9,7516,R00289
2.7.7.96,221,R11553
2.7.7.99,7516,R11025
2.7.8.12,7512,R04042
2.7.8.13,3754,R05630
2.7.8.13,3754,R05629
2.7.8.15,3754_4012,R05969
2.7.8.15,3754_4012,R01007
2.7.8.17,304,R04291
2.7.8.23,2002,R08868
2.7.8.23,2002,R08869
2.7.8.23,2002,R05165
2.7.8.27,102,R08969
2.7.8.28,7513_PDBChainNotFound,R09398
2.7.8.28,7513_PDBChainNotFound,R12648
2.7.8.28,7513_PDBChainNotFound,R12649
2.7.8.28,7513,R09398
2.7.8.28,7513,R12648
2.7.8.28,7513,R12649
2.7.8.34,7516,R09670
2.7.8.34,3883_7516,R09670
2.7.8.36,7012,R10184
2.7.8.37,7578,R10185
2.7.8.37,103_3994_7578,R10185
2.7.8.7,301,R01625
2.7.8.7,301_304,R01625
2.7.8.8,300,R01800
2.7.9.1,2002_206_2487,R00206
2.7.9.1,2002_206_2487_PDBChainNotFound,R00206
2.7.9.1,2487,R00206
2.7.9.2,2002_206_2487,R00199
2.7.9.3,301_304,R03595
2.7.99.1,206,R04312
2.8.1.1,2007_247,R01931
2.8.1.1,2007,R01931
2.8.1.10,2002,R10247
2.8.1.11,2003_2007,R07461
2.8.1.11,2003,R07461
2.8.1.11,2007,R07461
2.8.1.12,325,R09395
2.8.1.13,1_2005_4,R08700
2.8.1.16,282,R12505
2.8.1.2,2007_284,R03105
2.8.1.2,2007_284,R12689
2.8.1.2,2007_284,R12690
2.8.1.2,2007,R03105
2.8.1.2,2007,R12689
2.8.1.2,2007,R12690
2.8.1.4,2005_304_4143,R07461
2.8.1.4,2005_304_4143,R03923
2.8.1.6,2002,R01078
2.8.1.7,3016_7577,R11528
2.8.1.7,3016_7577,R07460
2.8.1.7,3016_7577,R11529
2.8.1.8,2002,R07767
2.8.1.8,2002,R12423
2.8.1.8,2002,R12424
2.8.2.1,2004,R01242
2.8.2.14,2004,R08977
2.8.2.14,2004,R08978
2.8.2.14,2004,R09444
2.8.2.14,2004,R07287
2.8.2.14,2004,R03987
2.8.2.2,2004,R00629
2.8.2.2,2004,R03405
2.8.2.20,2004,R02586
2.8.2.22,11_5,R02996
2.8.2.23,2004,R05798
2.8.2.36,2004,R10655
2.8.2.37,2004,R10971
2.8.2.38,2004,R11887
2.8.2.38,2004,R11888
2.8.2.38,2004,R08688
2.8.2.4,2004,R02350
2.8.2.8,2004,R02122
2.8.3.10,2003,R01323
2.8.3.12,2003,R04000
2.8.3.12,2003,R05509
2.8.3.12,2003,R03884
2.8.3.16,7527,R07290
2.8.3.18,2003,R10343
2.8.3.19,7527,R10614
2.8.3.21,7527,R10643
2.8.3.21,7527,R10644
2.8.3.5,2003,R00410
2.8.3.5,2003,R01780
2.8.3.8,2003,R00393
2.8.3.8,2003,R01179
2.8.3.8,2003,R01359
2.8.3.8,2003,R07832
2.8.4.1,154_304,R04541
2.8.4.4,2_2002_2007,R10652
2.8.4.4,2_2002_2007,R10653
2.8.4.4,2_2002_2007,R10654
2.8.4.4,2_2002,R10652
2.8.4.4,2_2002,R10653
2.8.4.4,2_2002,R10654
2.8.5.2,107,R12163
2.8.5.2,107,R12164
2.9.1.1,3016_7577,R08219
2.9.1.1,3016,R08219
2.9.1.1,3016_6130_7577,R08219
2.9.1.2,3016_7577,R08224
3.1.1.1,11_7579,R08220
3.1.1.1,11_7579,R08249
3.1.1.1,11_7579,R08251
3.1.1.1,11_7579,R08295
3.1.1.1,11_7579,R08300
3.1.1.1,11_7579,R00630
3.1.1.1,11_7579,R06728
3.1.1.1,11_7579,R08255
3.1.1.1,11_7579,R08258
3.1.1.1,7579,R08220
3.1.1.1,7579,R08249
3.1.1.1,7579,R08251
3.1.1.1,7579,R08295
3.1.1.1,7579,R08300
3.1.1.1,7579,R00630
3.1.1.1,7579,R06728
3.1.1.1,7579,R08255
3.1.1.1,7579,R08258
3.1.1.1,223_4019,R08220
3.1.1.1,223_4019,R08249
3.1.1.1,223_4019,R08251
3.1.1.1,223_4019,R08295
3.1.1.1,223_4019,R08300
3.1.1.1,223_4019,R00630
3.1.1.1,223_4019,R06728
3.1.1.1,223_4019,R08255
3.1.1.1,223_4019,R08258
3.1.1.1,2007,R08220
3.1.1.1,2007,R08249
3.1.1.1,2007,R08251
3.1.1.1,2007,R08295
3.1.1.1,2007,R08300
3.1.1.1,2007,R00630
3.1.1.1,2007,R06728
3.1.1.1,2007,R08255
3.1.1.1,2007,R08258
3.1.1.1,3791_7579,R08220
3.1.1.1,3791_7579,R08249
3.1.1.1,3791_7579,R08251
3.1.1.1,3791_7579,R08295
3.1.1.1,3791_7579,R08300
3.1.1.1,3791_7579,R00630
3.1.1.1,3791_7579,R06728
3.1.1.1,3791_7579,R08255
3.1.1.1,3791_7579,R08258
3.1.1.1,2007_5084,R08220
3.1.1.1,2007_5084,R08249
3.1.1.1,2007_5084,R08251
3.1.1.1,2007_5084,R08295
3.1.1.1,2007_5084,R08300
3.1.1.1,2007_5084,R00630
3.1.1.1,2007_5084,R06728
3.1.1.1,2007_5084,R08255
3.1.1.1,2007_5084,R08258
3.1.1.101,7579,R11540
3.1.1.102,7579,R11541
3.1.1.103,4019,R11965
3.1.1.106,7529,R12390
3.1.1.106,7529,R12391
3.1.1.11,207,R06250
3.1.1.11,207,R02362
3.1.1.112,2007,R12516
3.1.1.13,7579,R01462
3.1.1.13,7579,R02115
3.1.1.17,5,R02933
3.1.1.17,5,R03751
3.1.1.17,5,R04785
3.1.1.17,5,R01519
3.1.1.2,7579,R01241
3.1.1.2,7579,R06893
3.1.1.2,7579,R07342
3.1.1.2,5,R01241
3.1.1.2,5,R06893
3.1.1.2,5,R07342
3.1.1.2,2007,R01241
3.1.1.2,2007,R06893
3.1.1.2,2007,R07342
3.1.1.20,7579,R00053
3.1.1.23,7579,R01351
3.1.1.23,7579,R01352
3.1.1.24,7579,R02991
3.1.1.25,2002,R02933
3.1.1.25,2002,R03034
3.1.1.25,2002,R03708
3.1.1.26,10_7579,R04471
3.1.1.26,10_7579,R03467
3.1.1.27,247,R02992
3.1.1.29,2501,R04238
3.1.1.29,1_309,R04238
3.1.1.29,330,R04238
3.1.1.29,2011,R04238
3.1.1.3,11_7579,R02687
3.1.1.3,11_7579,R02688
3.1.1.3,11_7579,R05209
3.1.1.3,11_7579,R01369
3.1.1.3,11_7579,R02250
3.1.1.3,7579,R02687
3.1.1.3,7579,R02688
3.1.1.3,7579,R05209
3.1.1.3,7579,R01369
3.1.1.3,7579,R02250
3.1.1.3,10_7579,R02687
3.1.1.3,10_7579,R02688
3.1.1.3,10_7579,R05209
3.1.1.3,10_7579,R01369
3.1.1.3,10_7579,R02250
3.1.1.3,207_7579,R02687
3.1.1.3,207_7579,R02688
3.1.1.3,207_7579,R05209
3.1.1.3,207_7579,R01369
3.1.1.3,207_7579,R02250
3.1.1.3,2007,R02687
3.1.1.3,2007,R02688
3.1.1.3,2007,R05209
3.1.1.3,2007,R01369
3.1.1.3,2007,R02250
3.1.1.3,7579_PDBChainNotFound,R02687
3.1.1.3,7579_PDBChainNotFound,R02688
3.1.1.3,7579_PDBChainNotFound,R05209
3.1.1.3,7579_PDBChainNotFound,R01369
3.1.1.3,7579_PDBChainNotFound,R02250
3.1.1.31,5,R02035
3.1.1.31,2003,R02035
3.1.1.32,7579,R02054
3.1.1.32,7579,R04034
3.1.1.32,7579,R07860
3.1.1.32,7579,R01314
3.1.1.32,7579,R01316
3.1.1.32,219,R02054
3.1.1.32,219,R04034
3.1.1.32,219,R07860
3.1.1.32,219,R01314
3.1.1.32,219,R01316
3.1.1.32,10_7579,R02054
3.1.1.32,10_7579,R04034
3.1.1.32,10_7579,R07860
3.1.1.32,10_7579,R01314
3.1.1.32,10_7579,R01316
3.1.1.32,2007,R02054
3.1.1.32,2007,R04034
3.1.1.32,2007,R07860
3.1.1.32,2007,R01314
3.1.1.32,2007,R01316
3.1.1.32,5084,R02054
3.1.1.32,5084,R04034
3.1.1.32,5084,R07860
3.1.1.32,5084,R01314
3.1.1.32,5084,R01316
3.1.1.34,10_7579,R01350
3.1.1.4,371,R02053
3.1.1.4,371,R03107
3.1.1.4,371,R07379
3.1.1.4,371,R07387
3.1.1.4,371,R01313
3.1.1.4,371,R01315
3.1.1.4,371,R01317
3.1.1.4,371,R07064
3.1.1.4,371,R07859
3.1.1.4,11,R02053
3.1.1.4,11,R03107
3.1.1.4,11,R07379
3.1.1.4,11,R07387
3.1.1.4,11,R01313
3.1.1.4,11,R01315
3.1.1.4,11,R01317
3.1.1.4,11,R07064
3.1.1.4,11,R07859
3.1.1.4,10,R02053
3.1.1.4,10,R03107
3.1.1.4,10,R07379
3.1.1.4,10,R07387
3.1.1.4,10,R01313
3.1.1.4,10,R01315
3.1.1.4,10,R01317
3.1.1.4,10,R07064
3.1.1.4,10,R07859
3.1.1.4,7579,R02053
3.1.1.4,7579,R03107
3.1.1.4,7579,R07379
3.1.1.4,7579,R07387
3.1.1.4,7579,R01313
3.1.1.4,7579,R01315
3.1.1.4,7579,R01317
3.1.1.4,7579,R07064
3.1.1.4,7579,R07859
3.1.1.4,219,R02053
3.1.1.4,219,R03107
3.1.1.4,219,R07379
3.1.1.4,219,R07387
3.1.1.4,219,R01313
3.1.1.4,219,R01315
3.1.1.4,219,R01317
3.1.1.4,219,R07064
3.1.1.4,219,R07859
3.1.1.4,109_2007,R02053
3.1.1.4,109_2007,R03107
3.1.1.4,109_2007,R07379
3.1.1.4,109_2007,R07387
3.1.1.4,109_2007,R01313
3.1.1.4,109_2007,R01315
3.1.1.4,109_2007,R01317
3.1.1.4,109_2007,R07064
3.1.1.4,109_2007,R07859
3.1.1.4,2485,R02053
3.1.1.4,2485,R03107
3.1.1.4,2485,R07379
3.1.1.4,2485,R07387
3.1.1.4,2485,R01313
3.1.1.4,2485,R01315
3.1.1.4,2485,R01317
3.1.1.4,2485,R07064
3.1.1.4,2485,R07859
3.1.1.4,11_2007,R02053
3.1.1.4,11_2007,R03107
3.1.1.4,11_2007,R07379
3.1.1.4,11_2007,R07387
3.1.1.4,11_2007,R01313
3.1.1.4,11_2007,R01315
3.1.1.4,11_2007,R01317
3.1.1.4,11_2007,R07064
3.1.1.4,11_2007,R07859
3.1.1.4,5084,R02053
3.1.1.4,5084,R03107
3.1.1.4,5084,R07379
3.1.1.4,5084,R07387
3.1.1.4,5084,R01313
3.1.1.4,5084,R01315
3.1.1.4,5084,R01317
3.1.1.4,5084,R07064
3.1.1.4,5084,R07859
3.1.1.41,7579,R03062
3.1.1.43,10_7579,R04191
3.1.1.45,7579,R05510
3.1.1.45,7579,R05511
3.1.1.45,7579,R06835
3.1.1.45,7579,R06838
3.1.1.45,7579,R08120
3.1.1.45,7579,R08121
3.1.1.45,7579,R09136
3.1.1.45,7579,R09220
3.1.1.45,7579,R09222
3.1.1.45,7579,R03893
3.1.1.47,7579,R04452
3.1.1.47,2007,R04452
3.1.1.5,11,R01309
3.1.1.5,11,R02744
3.1.1.5,11,R02746
3.1.1.5,11,R02747
3.1.1.5,11,R03416
3.1.1.5,11,R03417
3.1.1.5,11,R07291
3.1.1.5,10,R01309
3.1.1.5,10,R02744
3.1.1.5,10,R02746
3.1.1.5,10,R02747
3.1.1.5,10,R03416
3.1.1.5,10,R03417
3.1.1.5,10,R07291
3.1.1.5,7579,R01309
3.1.1.5,7579,R02744
3.1.1.5,7579,R02746
3.1.1.5,7579,R02747
3.1.1.5,7579,R03416
3.1.1.5,7579,R03417
3.1.1.5,7579,R07291
3.1.1.5,109_2007,R01309
3.1.1.5,109_2007,R02744
3.1.1.5,109_2007,R02746
3.1.1.5,109_2007,R02747
3.1.1.5,109_2007,R03416
3.1.1.5,109_2007,R03417
3.1.1.5,109_2007,R07291
3.1.1.5,2007,R01309
3.1.1.5,2007,R02744
3.1.1.5,2007,R02746
3.1.1.5,2007,R02747
3.1.1.5,2007,R03416
3.1.1.5,2007,R03417
3.1.1.5,2007,R07291
3.1.1.5,11_2007,R01309
3.1.1.5,11_2007,R02744
3.1.1.5,11_2007,R02746
3.1.1.5,11_2007,R02747
3.1.1.5,11_2007,R03416
3.1.1.5,11_2007,R03417
3.1.1.5,11_2007,R07291
3.1.1.53,10_2007_3847,R01810
3.1.1.53,10_2007_3847,R08600
3.1.1.53,10_2007_3847,R08601
3.1.1.53,10_2007_PDBChainNotFound,R01810
3.1.1.53,10_2007_PDBChainNotFound,R08600
3.1.1.53,10_2007_PDBChainNotFound,R08601
3.1.1.53,10_3847,R01810
3.1.1.53,10_3847,R08600
3.1.1.53,10_3847,R08601
3.1.1.53,10_2007,R01810
3.1.1.53,10_2007,R08600
3.1.1.53,10_2007,R08601
3.1.1.56,7579,R04141
3.1.1.57,2002,R04277
3.1.1.6,7579,R00628
3.1.1.61,2007_7548,R02624
3.1.1.61,7548,R02624
3.1.1.61,2007,R02624
3.1.1.61,288,R02624
3.1.1.64,5,R08388
3.1.1.7,7579,R01026
3.1.1.73,7579,R07292
3.1.1.74,7579,R05793
3.1.1.75,7579,R05118
3.1.1.75,7579,R05797
3.1.1.77,198_2007,R05792
3.1.1.77,5084,R05792
3.1.1.78,7579,R05825
3.1.1.8,7579,R01029
3.1.1.8,7579_PDBChainNotFound,R01026
3.1.1.8,7579_PDBChainNotFound,R01029
3.1.1.81,247,R08970
3.1.1.81,5,R08970
3.1.1.82,7579,R08974
3.1.1.82,7579,R08975
3.1.1.82,7579,R08976
3.1.1.84,10_7579,R06728
3.1.1.85,7579,R09725
3.1.1.93,7579,R10134
3.1.1.95,7579,R09337
3.1.1.95,7579,R10545
3.1.1.98,7579,R11202
3.1.2.1,222,R00227
3.1.2.1,7581,R00227
3.1.2.12,7579,R00527
3.1.2.14,2007_304_6094,R04014
3.1.2.14,2007_304_6094,R08159
3.1.2.14,2007_304_6094,R08162
3.1.2.14,2007_304_6094,R08163
3.1.2.14,2007_304_6094,R12329
3.1.2.14,2007_304_6094,R02814
3.1.2.14,2007_304_3322,R01706
3.1.2.14,2007_304_3322,R04014
3.1.2.14,2007_304_3322,R08159
3.1.2.14,2007_304_3322,R08162
3.1.2.14,2007_304_3322,R08163
3.1.2.14,2007_304_3322,R12329
3.1.2.14,2007_304_3322,R02814
3.1.2.14,222,R01706
3.1.2.14,222,R04014
3.1.2.14,222,R08159
3.1.2.14,222,R08162
3.1.2.14,222,R08163
3.1.2.14,222,R12329
3.1.2.14,222,R02814
3.1.2.14,2003_222_236,R04014
3.1.2.14,2003_222_236,R08159
3.1.2.14,2003_222_236,R08162
3.1.2.14,2003_222_236,R08163
3.1.2.14,2003_222_236,R12329
3.1.2.14,2003_222_236,R02814
3.1.2.14,2003_2007_222_236_304_6094_7581,R04014
3.1.2.14,2003_2007_222_236_304_6094_7581,R08159
3.1.2.14,2003_2007_222_236_304_6094_7581,R08162
3.1.2.14,2003_2007_222_236_304_6094_7581,R08163
3.1.2.14,2003_2007_222_236_304_6094_7581,R12329
3.1.2.14,2003_2007_222_236_304_6094_7581,R02814
3.1.2.14,7579,R04014
3.1.2.14,7579,R08159
3.1.2.14,7579,R08162
3.1.2.14,7579,R08163
3.1.2.14,7579,R12329
3.1.2.14,7579,R02814
3.1.2.14,2003_236,R04014
3.1.2.14,2003_236,R08159
3.1.2.14,2003_236,R08162
3.1.2.14,2003_236,R08163
3.1.2.14,2003_236,R12329
3.1.2.14,2003_236,R02814
3.1.2.14,2002_2007_222_304_3321_3322_3323,R01706
3.1.2.14,2002_2007_222_304_3321_3322_3323,R04014
3.1.2.14,2002_2007_222_304_3321_3322_3323,R08159
3.1.2.14,2002_2007_222_304_3321_3322_3323,R08162
3.1.2.14,2002_2007_222_304_3321_3322_3323,R08163
3.1.2.14,2002_2007_222_304_3321_3322_3323,R12329
3.1.2.14,2002_2007_222_304_3321_3322_3323,R02814
3.1.2.14,2003,R04014
3.1.2.14,2003,R08159
3.1.2.14,2003,R08162
3.1.2.14,2003,R08163
3.1.2.14,2003,R12329
3.1.2.14,2003,R02814
3.1.2.14,2007,R01706
3.1.2.14,2007,R04014
3.1.2.14,2007,R08159
3.1.2.14,2007,R08162
3.1.2.14,2007,R08163
3.1.2.14,2007,R12329
3.1.2.14,2007,R02814
3.1.2.14,132,R04014
3.1.2.14,132,R08159
3.1.2.14,132,R08162
3.1.2.14,132,R08163
3.1.2.14,132,R12329
3.1.2.14,132,R02814
3.1.2.14,2007_304_6094_7581,R04014
3.1.2.14,2007_304_6094_7581,R08159
3.1.2.14,2007_304_6094_7581,R08162
3.1.2.14,2007_304_6094_7581,R08163
3.1.2.14,2007_304_6094_7581,R12329
3.1.2.14,2007_304_6094_7581,R02814
3.1.2.2,11_7579,R08174
3.1.2.2,11_7579,R08175
3.1.2.2,11_7579,R08176
3.1.2.2,11_7579,R08177
3.1.2.2,11_7579,R08178
3.1.2.2,11_7579,R08179
3.1.2.2,11_7579,R08180
3.1.2.2,11_7579,R08181
3.1.2.2,11_7579,R08182
3.1.2.2,11_7579,R08183
3.1.2.2,11_7579,R09450
3.1.2.2,11_7579,R01274
3.1.2.2,222,R08174
3.1.2.2,222,R08175
3.1.2.2,222,R08176
3.1.2.2,222,R08177
3.1.2.2,222,R08178
3.1.2.2,222,R08179
3.1.2.2,222,R08180
3.1.2.2,222,R08181
3.1.2.2,222,R08182
3.1.2.2,222,R08183
3.1.2.2,222,R09450
3.1.2.2,222,R01274
3.1.2.2,7579,R08174
3.1.2.2,7579,R08175
3.1.2.2,7579,R08176
3.1.2.2,7579,R08177
